CaseID,B3,ND2,B7_b,GH1,ppeducat,race_5cat,weight,weight_pop
241,Somewhat worse off,About the same,Only fair,Own your home free and clear (without a mortgage or loan),Bachelor's degree or higher,White,0.527,11523.7731
242,Much worse off,Somewhat higher,Poor,Pay rent,High school graduate (high school diploma or the equivalent GED),White,1.3248,28968.0356
243,About the same,Somewhat higher,Only fair,Own your home free and clear (without a mortgage or loan),Bachelor's degree or higher,Other,0.2914,6372.5699
244,About the same,About the same,Only fair,Own your home free and clear (without a mortgage or loan),Bachelor's degree or higher,White,0.4084,8930.4961
245,About the same,About the same,Only fair,Own your home free and clear (without a mortgage or loan),High school graduate (high school diploma or the equivalent GED),White,0.917,20051.2529
246,Somewhat worse off,About the same,Only fair,Pay rent,Some college or Associate's degree,White,1.6358,35768.9177
247,About the same,About the same,Only fair,Pay rent,No high school diploma or GED,White,1.3454,29418.298
248,About the same,About the same,Only fair,Pay rent,No high school diploma or GED,White,1.3343,29175.7723
249,About the same,About the same,Poor,Own your home with a mortgage or loan,Some college or Associate's degree,White,0.6209,13577.5963
250,About the same,Somewhat higher,Good,Own your home with a mortgage or loan,Some college or Associate's degree,White,0.9429,20617.8134
251,About the same,About the same,Good,Own your home free and clear (without a mortgage or loan),Some college or Associate's degree,White,1.0708,23413.66
252,Much worse off,About the same,Poor,Own your home with a mortgage or loan,Some college or Associate's degree,White,1.0828,23677.5774
253,About the same,Somewhat higher,Only fair,Pay rent,Some college or Associate's degree,Black,1.0116,22120.083
254,About the same,About the same,Poor,Pay rent,High school graduate (high school diploma or the equivalent GED),Black,1.5474,33835.2764
255,Somewhat worse off,About the same,Only fair,Own your home with a mortgage or loan,Some college or Associate's degree,White,0.8907,19475.5771
256,About the same,About the same,Only fair,Own your home free and clear (without a mortgage or loan),Bachelor's degree or higher,White,1.2689,27746.4885
257,Somewhat better off,About the same,Poor,Neither own nor pay rent,Some college or Associate's degree,White,1.1569,25296.5197
258,About the same,Somewhat higher,Only fair,Pay rent,Bachelor's degree or higher,White,0.4402,9626.1235
259,About the same,About the same,Only fair,Pay rent,Some college or Associate's degree,Hispanic,0.9941,21736.5157
260,About the same,About the same,Only fair,Own your home with a mortgage or loan,Some college or Associate's degree,Black,0.8487,18558.9973
261,Somewhat worse off,About the same,Poor,Own your home free and clear (without a mortgage or loan),High school graduate (high school diploma or the equivalent GED),White,1.2853,28104.2223
262,Much worse off,About the same,Poor,Own your home with a mortgage or loan,Bachelor's degree or higher,Other,0.3199,6995.186
263,Somewhat worse off,About the same,Good,Own your home free and clear (without a mortgage or loan),High school graduate (high school diploma or the equivalent GED),White,1.4519,31748.7865
264,Somewhat worse off,About the same,Poor,Own your home free and clear (without a mortgage or loan),High school graduate (high school diploma or the equivalent GED),White,0.9261,20250.2455
265,About the same,About the same,Only fair,Own your home with a mortgage or loan,Bachelor's degree or higher,Asian,1.7192,37592.4328
266,Somewhat worse off,About the same,Only fair,Own your home free and clear (without a mortgage or loan),Some college or Associate's degree,White,0.7102,15529.7006
267,About the same,About the same,Only fair,Own your home free and clear (without a mortgage or loan),High school graduate (high school diploma or the equivalent GED),White,0.8533,18657.6784
268,About the same,About the same,Poor,Own your home with a mortgage or loan,No high school diploma or GED,White,1.2582,27512.6404
269,Much worse off,About the same,Poor,Own your home free and clear (without a mortgage or loan),Some college or Associate's degree,White,0.5179,11325.2852
270,Somewhat better off,About the same,Only fair,Own your home free and clear (without a mortgage or loan),Some college or Associate's degree,White,1.1333,24781.5552
271,About the same,About the same,Good,Own your home with a mortgage or loan,Bachelor's degree or higher,White,0.4125,9019.476
272,About the same,Somewhat higher,Good,Own your home with a mortgage or loan,Some college or Associate's degree,White,0.9288,20308.8895
273,Somewhat worse off,About the same,Good,Own your home free and clear (without a mortgage or loan),Some college or Associate's degree,White,0.9075,19843.1937
274,About the same,Somewhat higher,Only fair,Own your home free and clear (without a mortgage or loan),Bachelor's degree or higher,White,0.8182,17891.5561
275,About the same,About the same,Excellent,Own your home free and clear (without a mortgage or loan),Bachelor's degree or higher,White,0.6467,14140.9356
276,About the same,About the same,Only fair,Own your home free and clear (without a mortgage or loan),Some college or Associate's degree,White,0.9554,20891.7618
277,Somewhat worse off,About the same,Only fair,Pay rent,High school graduate (high school diploma or the equivalent GED),Black,1.2537,27414.2726
278,Somewhat better off,About the same,Only fair,Own your home with a mortgage or loan,High school graduate (high school diploma or the equivalent GED),White,1.3103,28651.2769
279,About the same,About the same,Poor,Own your home with a mortgage or loan,Bachelor's degree or higher,White,0.4713,10305.5614
280,Somewhat worse off,About the same,Poor,Own your home free and clear (without a mortgage or loan),Bachelor's degree or higher,White,0.5987,13090.7683
281,About the same,About the same,Good,Neither own nor pay rent,Bachelor's degree or higher,White,0.4775,10440.3513
282,Somewhat worse off,About the same,Poor,Own your home with a mortgage or loan,Some college or Associate's degree,White,0.92,20117.9797
283,Somewhat worse off,About the same,Poor,Pay rent,Some college or Associate's degree,White,1.5526,33949.8607
284,About the same,About the same,Only fair,Own your home free and clear (without a mortgage or loan),Bachelor's degree or higher,White,0.6357,13900.4068
285,Somewhat better off,About the same,Only fair,Own your home with a mortgage or loan,Bachelor's degree or higher,Black,1.195,26130.5262
286,About the same,About the same,Only fair,Own your home with a mortgage or loan,Some college or Associate's degree,White,1.1697,25577.0393
287,About the same,About the same,Only fair,Own your home free and clear (without a mortgage or loan),Some college or Associate's degree,White,0.7196,15736.0434
288,About the same,About the same,Only fair,Own your home free and clear (without a mortgage or loan),Some college or Associate's degree,White,0.487,10649.333
289,About the same,About the same,Poor,Pay rent,No high school diploma or GED,White,0.6616,14467.5926
290,Somewhat better off,About the same,Good,Own your home free and clear (without a mortgage or loan),Bachelor's degree or higher,Asian,1.7192,37592.4328
291,Somewhat better off,Somewhat higher,Good,Pay rent,No high school diploma or GED,White,0.9628,21053.5119
292,About the same,About the same,Only fair,Own your home free and clear (without a mortgage or loan),High school graduate (high school diploma or the equivalent GED),White,0.8897,19454.1777
293,Somewhat worse off,Somewhat higher,Poor,Own your home free and clear (without a mortgage or loan),Bachelor's degree or higher,White,0.5015,10965.4948
294,Somewhat worse off,About the same,Poor,Own your home with a mortgage or loan,Some college or Associate's degree,White,0.9263,20254.2492
295,Somewhat better off,About the same,Poor,Own your home with a mortgage or loan,Bachelor's degree or higher,White,0.9051,19790.4153
296,Somewhat worse off,Somewhat higher,Poor,Own your home with a mortgage or loan,Some college or Associate's degree,Black,0.7851,17167.2852
297,Much worse off,About the same,Poor,Own your home with a mortgage or loan,Bachelor's degree or higher,White,0.5352,11703.031
298,About the same,Somewhat higher,Only fair,Own your home free and clear (without a mortgage or loan),Bachelor's degree or higher,White,0.7155,15644.4908
299,Somewhat worse off,About the same,Only fair,Own your home with a mortgage or loan,Bachelor's degree or higher,White,0.6226,13613.9724
300,About the same,About the same,Only fair,Own your home with a mortgage or loan,Bachelor's degree or higher,White,0.7007,15321.6202
301,Much worse off,Much higher,Poor,Own your home with a mortgage or loan,Some college or Associate's degree,White,0.7703,16844.592
302,About the same,Somewhat higher,Only fair,Own your home with a mortgage or loan,Bachelor's degree or higher,White,0.7007,15321.6202
303,About the same,About the same,Only fair,Own your home with a mortgage or loan,Some college or Associate's degree,White,0.8918,19501.1224
304,Somewhat better off,About the same,Only fair,Pay rent,Some college or Associate's degree,White,0.9634,21065.5409
305,About the same,About the same,Only fair,Own your home free and clear (without a mortgage or loan),High school graduate (high school diploma or the equivalent GED),White,0.7436,16258.6986
306,Much worse off,About the same,Only fair,Own your home free and clear (without a mortgage or loan),High school graduate (high school diploma or the equivalent GED),White,0.9467,20699.9577
307,Somewhat better off,About the same,Good,Own your home with a mortgage or loan,Some college or Associate's degree,White,0.8549,18693.8355
308,Somewhat better off,About the same,Only fair,Own your home with a mortgage or loan,Some college or Associate's degree,White,1.4176,30998.7086
309,About the same,Somewhat higher,Only fair,Own your home with a mortgage or loan,Bachelor's degree or higher,White,1.1747,25685.9139
310,About the same,About the same,Only fair,Own your home free and clear (without a mortgage or loan),Bachelor's degree or higher,White,0.5144,11248.1266
311,About the same,About the same,Only fair,Own your home with a mortgage or loan,High school graduate (high school diploma or the equivalent GED),White,0.8573,18746.3744
312,Much worse off,Much higher,Only fair,Own your home free and clear (without a mortgage or loan),High school graduate (high school diploma or the equivalent GED),White,1.2698,27765.0647
313,Somewhat better off,Somewhat higher,Poor,Own your home with a mortgage or loan,High school graduate (high school diploma or the equivalent GED),White,0.761,16639.2413
